url,title,partner,enroll,rating,level,duration,skills,reviews,category
https://www.coursera.org/learn/thermodynamics-intro,Introduction to Thermodynamics: Transferring Energy from Here to There,University of Michigan,"149,442",4.8,Beginner level,2 weeks at 10 hours a week,"Thermal Management, Systems Of Measurement, Process Analysis, Physical Science, Engineering, Energy and Utilities, Mechanical Engineering, Environmental Issue, Engineering Analysis, Physics","3,485",Physical Science and Engineering
https://www.coursera.org/specializations/environmental-science,Introduction to Environmental Science Specialization,Dartmouth College,"9,994",4.7,Beginner level,2 months to complete,"Biology, Chemistry, Climate Change Mitigation, Demography, Electric Power Systems, Energy and Utilities, Environment, Environmental Engineering, Environmental Issue, Environmental Science, Hydrology, Natural Resource Management, Nutrition and Diet, Oil and Gas, Physics, Sustainable Development, Sustainable Technologies, Systems Thinking, Water Quality, Water Resource Management",445,Physical Science and Engineering
https://www.coursera.org/learn/systems-biology-capstone,Systems Biology and Biotechnology Capstone,Icahn School of Medicine at Mount Sinai,,4.5,,,"Systems Engineering, Bioinformatics, Systems Integration, Biotechnology, Data Integration, Biology, Research, Data Synthesis, Simulation and Simulation Software, Laboratory Testing, Mathematical Modeling, Network Analysis",12,Physical Science and Engineering
https://www.coursera.org/learn/transferencia-de-momentum-calor-y-masa-computacional,"Transferencia de momentum, calor y masa computacional",Pontificia Universidad Católica de Chile,,,Intermediate level,3 weeks to complete,"Mathematical Modeling, Differential Equations, Chemical Engineering, Plot (Graphics), Engineering Calculations, Finite Element Methods, Linear Algebra, Simulation and Simulation Software, Applied Mathematics, Numerical Analysis, Algorithms, Scientific Visualization, Engineering Analysis",,Physical Science and Engineering
https://www.coursera.org/learn/basis-flight-mechanics,Flight mechanics - The basis,ISAE-SUPAERO,"26,908",4.7,Beginner level,,"Applied Mathematics, Simulations, Engineering Analysis, Engineering Calculations, Physics, Systems Of Measurement, Mechanics",494,Physical Science and Engineering
https://www.coursera.org/learn/zn-and-ni-based-batteries,Zn and Ni Based Batteries,Arizona State University,"4,134",4.6,Beginner level,,"Electronics, Materials science, Market Trend, Energy and Utilities, Chemical Engineering, Electrical Systems, Chemistry, Manufacturing Processes",26,Physical Science and Engineering
https://www.coursera.org/learn/origins-universe-solarsystem,"Origins - Formation of the Universe, Solar System, Earth and Life",University of Copenhagen,"36,418",4.7,,2 weeks to complete,"Anthropology, Climate Change Adaptation, Taxonomy, Environment, Ancient History, Chemistry, Environmental Science, Microbiology, Physical Science, Biochemistry, Biology, Scientific Methods, World History",643,Physical Science and Engineering
https://www.coursera.org/specializations/solar-energy,"Solar Energy for Engineers, Architects and Code Inspectors Specialization",University at Buffalo,"19,420",4.7,Beginner level,4 weeks to complete,"Architectural Design, Architectural Engineering, Basic Electrical Systems, Building Codes, Building Design, Construction Inspection, Cost Benefit Analysis, Design Reviews, Electrical Power, Electrical Safety, Electrical Systems, Electrical Wiring, Energy and Utilities, Engineering Calculations, HVAC, Land Development, Mechanical Design, Semiconductors, Submittals (Construction), System Requirements","1,467",Physical Science and Engineering
https://www.coursera.org/learn/disaster-risk-management-korean-policies,Disaster Risk Management and Korean Policies,Yonsei University,"4,879",4.7,Intermediate level,2 weeks to complete,"Disaster Recovery, World History, Systems Thinking, Risk Management Framework, Case Studies, Public Policies, Policty Analysis, Research, and Development, Geospatial Information and Technology, Mitigation, Environmental Policy, Emergency Response",91,Physical Science and Engineering
https://www.coursera.org/learn/image-segmentation,"Image Segmentation, Filtering, and Region Analysis",MathWorks,"11,519",4.8,Beginner level,,"Image Quality, Image Analysis, Algorithms, Computer Vision, Spatial Analysis, Medical Imaging, Digital Signal Processing, Spatial Data Analysis",54,Physical Science and Engineering
https://www.coursera.org/learn/introduction-to-hse-engineering,Introduction to HSE Engineering,Khalifa University,"7,606",4.7,Beginner level,,"Risk Management, Accident Prevention, Regulatory Compliance, Legal Risk, Safety Standards, Hazard Analysis, Environment Health And Safety, Occupational Health, Safety Audits, Safety Training",113,Physical Science and Engineering
https://www.coursera.org/learn/ciencia-de-datos-energticos,Ciencia de datos energéticos,Universidad Nacional de Colombia,"2,883",4.9,Intermediate level,3 weeks to complete,"Electric Power Systems, Data Science, Data Preprocessing, Data Visualization Software, Artificial Neural Networks, Time Series Analysis and Forecasting, Regression Analysis, Statistical Methods, Data Mining, Classification And Regression Tree (CART), Data Manipulation",33,Physical Science and Engineering
https://www.coursera.org/learn/object-tracking-and-motion-computer-vision,Object Tracking and Motion Detection with Computer Vision,MathWorks,"10,389",4.7,Beginner level,1 week to complete,"Machine Learning Methods, Computer Vision, Deep Learning, Convolutional Neural Networks, Image Analysis, Transfer Learning, Traffic Flow Optimization",34,Physical Science and Engineering
https://www.coursera.org/specializations/modernrobotics,"Modern Robotics:  Mechanics, Planning, and Control Specialization",Northwestern University,"43,838",4.7,Intermediate level,4 months to complete,"Applied Mathematics, Artificial Intelligence, Automation, Automation Engineering, Control Systems, Engineering, Engineering Analysis, Engineering Calculations, Graph Theory, Machine Controls, Mathematical Modeling, Mechanical Engineering, Mechanics, Robotics, Simulation and Simulation Software, Torque (Physics), Vibrations, Virtual Environment","1,220",Physical Science and Engineering
https://www.coursera.org/learn/engineering-mechanics-statics-2,Applications in Engineering Mechanics,Georgia Institute of Technology,"74,283",4.8,,2 weeks to complete,"Structural Engineering, Engineering, Mechanics, Engineering Analysis, Mechanical Engineering, Structural Analysis","1,193",Physical Science and Engineering
https://www.coursera.org/learn/agroforestry5,"Agroforestry V: Ecosystem Services, Food and Sustainability",University of Florida,"3,043",4.8,Intermediate level,,"Water Resources, Water Resource Management, Biology, Environment, Land Management, Systems Thinking, Natural Resource Management, Sustainable Development, Sustainable Systems, Environmental Science, Sustainability Standards, Environment and Resource Management",28,Physical Science and Engineering
https://www.coursera.org/learn/understanding-modern-physics-2-quantum-mechanics-and-atoms,Understanding Modern Physics II: Quantum Mechanics and Atoms,The Hong Kong University of Science and Technology,"11,493",4.6,Beginner level,1 week to complete,"Informatics, Physics, Physical Science, Mathematical Modeling, Experimentation, Mechanics, Advanced Mathematics",67,Physical Science and Engineering
https://www.coursera.org/learn/spacecraft-relative-motion-kinematics-and-kinetics,Spacecraft Relative Motion Kinematics and Kinetics,University of Colorado Boulder,,4.9,Advanced level,3 weeks to complete,"Engineering Analysis, Advanced Mathematics, Trigonometry, Calculus, Differential Equations, Linear Algebra, Applied Mathematics, Mechanics, Mathematical Modeling, Physics",11,Physical Science and Engineering
https://www.coursera.org/learn/rigid-body-dynamics,Rigid Body Dynamics,Korea Advanced Institute of Science and Technology(KAIST),"4,633",4.6,Intermediate level,1 week to complete,"Mechanics, Mechanical Engineering, Engineering Analysis, Applied Mathematics, Torque (Physics), Calculus, Vibrations, Physics",27,Physical Science and Engineering
https://www.coursera.org/learn/electrical-power-generation-an-industrial-outlook,Electrical Power Generation - An Industrial Outlook,L&T EduTech,"16,345",4.5,Beginner level,1 week to complete,"Automation Engineering, Basic Electrical Systems, Plant Operations and Management, Power Electronics, Three-Phase, Electrical Systems, Electrical Engineering, Electrical Substation, High Voltage, Electric Power Systems, Electrical Power, Control Systems, Energy and Utilities, Process Control, Electrical Equipment",142,Physical Science and Engineering
https://www.coursera.org/learn/intro-to-environmental-science,Introduction to Environmental Science,O.P. Jindal Global University,,4.7,Beginner level,,"Biology, Community Health, Pollution Prevention, Climate Change Mitigation, Social Impact, Water Quality, Chemistry, Case Studies, Climate Change Adaptation, Sustainable Development, Environment, Natural Resource Management, Environmental Issue, Environmental Science",12,Physical Science and Engineering
https://www.coursera.org/learn/two-phase-pipe-hydraulics-and-pipe-sizing,Two-Phase Pipe Hydraulics and Pipe Sizing,L&T EduTech,"2,469",4.8,Intermediate level,1 week to complete,"Chemical Engineering, Petroleum Industry, Engineering Analysis, Hydraulics, Oil and Gas, Process Analysis, Process Engineering, Mechanical Engineering, Engineering Calculations, Mathematical Modeling",14,Physical Science and Engineering
https://www.coursera.org/learn/electron-and-ion-beam-characterization,Electron and Ion Beam Characterization,Arizona State University,"1,662",4.8,Intermediate level,,"Failure Analysis, Materials science, Analytical Testing, Image Analysis, Analytical Chemistry, Quantitative Research, Engineering, Scientific, and Technical Instruments, Electronics, Laboratory Testing, Scientific Visualization, Laboratory Equipment, Electronic Components, Qualitative Research, Semiconductors",17,Physical Science and Engineering
https://www.coursera.org/learn/pavement-materials-and-design,Pavement Materials and Design (IRC and MoRTH),L&T EduTech,,,Advanced level,1 week to complete,"Civil Engineering, Civil and Architectural Engineering, Laboratory Testing, Materials science, Construction, Engineering Software, Engineering Analysis, Construction Engineering, Engineering Design Process, Structural Analysis, Engineering Calculations, Technical Standard",,Physical Science and Engineering
https://www.coursera.org/learn/hydrogen-key-concepts-and-use-in-green-technologies,Hydrogen: Key Concepts and Use in Green Technologies,Technical University of Denmark (DTU),"1,588",4.7,Intermediate level,8 weeks to complete,"Sustainable Technologies, Case Studies, Mathematical Modeling, Research Reports, Production Process, Engineering Calculations, Materials science",15,Physical Science and Engineering
https://www.coursera.org/learn/basic-electronics-odc,Basic Electronics,"Birla Institute of Technology & Science, Pilani","4,325",,Beginner level,4 weeks to complete,"Electronics, Control Systems, Power Electronics, Applied Mathematics, Electrical Systems, Electronics Engineering, Network Analysis, Semiconductors, Electrical Engineering, Electronic Systems, Engineering Analysis, Engineering Calculations, Basic Electrical Systems, Electronic Components",,Physical Science and Engineering
https://www.coursera.org/learn/engineering-and-product-design-processes,Engineering and Product Design Processes,Arizona State University,"7,015",4.6,Beginner level,,"Product Design, User Feedback, Design Specifications, Research and Design, Engineering Drawings, Product Development, Hardware Design, Engineering Design Process, Prototyping, Ideation",87,Physical Science and Engineering
https://www.coursera.org/learn/gis-data,"GIS Data Formats, Design and Quality","University of California, Davis","49,983",4.8,Intermediate level,3 weeks at 10 hours a week,"Geospatial Mapping, Spatial Analysis, Data Manipulation, Data Quality, Data Sharing, Data Modeling, Data Management, Data Mapping, ArcGIS, Data Storage, Analytics","2,108",Physical Science and Engineering
https://www.coursera.org/learn/modeling-simulation-natural-processes,Simulation and modeling of natural processes,University of Geneva,"47,319",4.3,,2 weeks to complete,"Simulations, Numerical Analysis, Mathematical Modeling, Physics, Statistical Methods, Mechanics, Probability Distribution",412,Physical Science and Engineering
https://www.coursera.org/learn/power-electronics,Introduction to Power Electronics,University of Colorado Boulder,"132,811",4.7,Intermediate level,1 week at 10 hours a week,"Electrical Systems, Electronic Systems, Simulations, USB, Power Electronics, Simulation and Simulation Software, Electronics, Electrical Engineering, Electric Power Systems","3,542",Physical Science and Engineering
https://www.coursera.org/learn/agroforestry1,Agroforestry I: Principles and Practices,University of Florida,"5,533",4.8,Intermediate level,2 weeks to complete,"Environment, Sustainability Standards, Environmental Science, Natural Resource Management, Research, Biology, Land Management, Sustainable Development, Environment and Resource Management, Climate Change Mitigation",66,Physical Science and Engineering
https://www.coursera.org/learn/pavement-construction-practices-irc-and-morth,Pavement Construction Practices  (IRC and MoRTH),L&T EduTech,,,Advanced level,,"Laboratory Testing, Construction, Civil and Architectural Engineering, Construction Engineering, Construction Management, Building Codes, Engineering Plans And Specifications, Safety Standards, Engineering Practices, Plant Operations and Management, Construction Inspection, Civil Engineering",,Physical Science and Engineering
https://www.coursera.org/specializations/electric-vehicle-systems-and-technologies,Electric Vehicle Systems and Technologies Specialization,Coursera,"2,316",4.3,Intermediate level,4 weeks to complete,"Basic Electrical Systems, Electric Power Systems, Electrical Engineering, Electrical Power, Electrical Safety, Electrical Systems, Electronic Components, Electronic Systems, Energy and Utilities, Environment and Resource Management, Environmental Engineering and Restoration, Environmental Issue, Environmental Regulations, Geospatial Information and Technology, HVAC, Maintenance, Repair, and Facility Services, Power Electronics, Safety Standards, Sustainable Technologies, Thermal Management",258,Physical Science and Engineering
https://www.coursera.org/learn/material-jetting-and-stereolithography,Material Jetting and Stereolithography,Arizona State University,"1,824",4.8,Intermediate level,,"Materials science, Process Engineering, Analytical Testing, Equipment Design, Manufacturing Processes, Process Development, Experimentation, Manufacturing Operations, Production Process, Prototyping, Laboratory Experience",26,Physical Science and Engineering
https://www.coursera.org/learn/particle-physics,Particle Physics: an Introduction,University of Geneva,"87,200",4.4,,4 weeks to complete,"Physical Science, Radiation Protection, Mechanics, Physics, Research, Materials science, Experimentation, Laboratory Equipment",962,Physical Science and Engineering
https://www.coursera.org/learn/cyber-physical-systems-1,Cyber-Physical Systems: Modeling and Simulation,"University of California, Santa Cruz","12,275",4.6,Intermediate level,1 week to complete,"Systems Design, Mathematical Modeling, Embedded Systems, Systems Analysis, Simulations, Digital Communications, Control Systems, Computational Logic, Cyber Engineering, Model Based Systems Engineering",53,Physical Science and Engineering
https://www.coursera.org/specializations/energy-industry,"Energy Production, Distribution & Safety Specialization",The State University of New York,"67,707",4.7,Beginner level,4 weeks to complete,"Basic Electrical Systems, Billing, Electric Power Systems, Electrical Equipment, Electrical Power, Electrical Substation, Electrical Systems, Energy and Utilities, Environmental Regulations, Hazard Analysis, Occupational Safety and Health Administration (OSHA), Oil and Gas, Personal protective equipment, Regulatory Affairs, Safety Standards, Safety Training, Supply Chain, Sustainable Development, Sustainable Technologies, Workforce Development","11,051",Physical Science and Engineering
https://www.coursera.org/learn/lift-flight-mechanics,Flight mechanics - Lift and trajectory,ISAE-SUPAERO,"4,590",4.7,Intermediate level,,"Mechanics, Vibrations, Risk Control, Engineering Analysis, Hazard Analysis, Mathematical Modeling, Engineering Calculations",73,Physical Science and Engineering
https://www.coursera.org/learn/modelling-simulation-mechanical-systems,Modelling and simulation of mechanical systems,Università di Napoli Federico II,"4,131",4.4,Intermediate level,1 week to complete,"Automation, Robotics, Electronic Systems, Laboratory Experience, Mechanical Design, Computer Vision, Mathematical Modeling, Control Systems, Experimentation, Hydraulics, Mechanical Engineering, Vibrations, Simulation and Simulation Software, Equipment Design",26,Physical Science and Engineering
https://www.coursera.org/learn/energy-industry-overview,Energy: The Enterprise,University at Buffalo,"24,379",4.8,Beginner level,2 weeks at 10 hours a week,"Emerging Technologies, Operational Efficiency, Sustainable Technologies, Environmental Science, Workforce Development, Sustainable Development, Innovation, Electric Power Systems, Market Dynamics, Climate Change Mitigation, Environment and Resource Management, Energy and Utilities","1,111",Physical Science and Engineering
https://www.coursera.org/learn/electric-power-systems,Electric Power Systems,University at Buffalo,"136,892",4.7,Beginner level,1 week at 10 hours a week,"High Voltage, Electrical Substation, Sustainable Technologies, Electrical Systems, Low Voltage, Energy and Utilities, Basic Electrical Systems, Electrical Equipment, Electric Power Systems, Electrical Power, Electrical Safety","7,708",Physical Science and Engineering
https://www.coursera.org/learn/physics-102-electric-charges-fields,Physics 102 - Electric Charges and Fields,Rice University,"25,493",4.7,Intermediate level,2 weeks at 10 hours a week,"Mechanics, Calculus, Basic Electrical Systems, Electrical Engineering, Problem Solving, Engineering Calculations, Trigonometry, Physics, Mathematical Modeling, Applied Mathematics",200,Physical Science and Engineering
https://www.coursera.org/learn/materials-structures,"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",Georgia Institute of Technology,"31,965",4.8,Intermediate level,,"Civil Engineering, Structural Analysis, Engineering Design Process, Failure Analysis, Engineering Analysis, Mechanics, Calculus, Engineering Calculations, Mechanical Engineering",807,Physical Science and Engineering
https://www.coursera.org/specializations/metro-rail-systems-and-construction,Metro Rail Systems and Construction  Specialization,L&T EduTech,,4.7,Intermediate level,4 weeks to complete,"Architectural Design, Building Codes, Building Information Modeling, Civil Engineering, Construction, Construction Engineering, Construction Inspection, Construction Management, Electrical Systems, Emerging Technologies, Engineering Analysis, Engineering Design Process, Engineering Practices, Laboratory Testing, Planning, Quality Assurance, Simulation and Simulation Software, Structural Analysis, Structural Engineering, Transportation Operations",26,Physical Science and Engineering
https://www.coursera.org/learn/intro-astronomy-nju,走进天文学,Nanjing University,"2,829",4.9,Beginner level,1 week to complete,"General Science and Research, Engineering, Scientific, and Technical Instruments, Mechanics, Physical Science, Scientific Methods, Research, Physics, Laboratory Equipment",237,Physical Science and Engineering
https://www.coursera.org/learn/seismology-to-earthquakes,Seismology to Earthquake Engineering,École Polytechnique,"7,177",4.2,Intermediate level,2 weeks to complete,"Experimentation, Mathematical Modeling, Hazard Analysis, Structural Engineering, Physical Science, Simulation and Simulation Software, Structural Analysis, Laboratory Testing, Mechanics, Engineering Analysis, Civil Engineering, Engineering, Vibrations, Engineering Calculations",39,Physical Science and Engineering
https://www.coursera.org/specializations/ai-for-mechanical-engineers,AI for Mechanical Engineers Specialization,University of Michigan,"8,346",4.4,Intermediate level,4 weeks to complete,"AI Enablement, Artificial Intelligence, Artificial Intelligence and Machine Learning (AI/ML), Bioinformatics, Biomedical Engineering, Computer Vision, Control Systems, Deep Learning, Electric Power Systems, Energy and Utilities, Machine Learning, Machine Learning Algorithms, Machine Learning Methods, Medical Imaging, Precision Medicine, Reinforcement Learning, Robotics, Technical Design, Transfer Learning",143,Physical Science and Engineering
https://www.coursera.org/learn/mechanics-particles-planets,"Mechanics: Motion, Forces, Energy and Gravity, from Particles to Planets",UNSW Sydney (The University of New South Wales),"75,127",4.7,Beginner level,2 weeks at 10 hours a week,"Physical Science, Experimentation, Mechanics, Mathematical Modeling, Physics, Engineering Analysis, Estimation, Applied Mathematics, Engineering Calculations","1,079",Physical Science and Engineering
https://www.coursera.org/learn/crystal-structures-and-properties-of-metals,Crystal Structures and Properties of Metals,Arizona State University,"3,961",4.8,Beginner level,2 weeks to complete,"Engineering, Failure Analysis, Materials science, Structural Analysis, Engineering Calculations, Chemical Engineering, Semiconductors, Laboratory Testing, Mechanical Engineering",39,Physical Science and Engineering
https://www.coursera.org/specializations/industrial-power-systems-analysis-and-stability,Industrial Power Systems Analysis and Stability Specialization,L&T EduTech,"2,596",4.5,Intermediate level,4 weeks to complete,"Control Systems, Differential Equations, Electric Power Systems, Electrical Engineering, Electrical Equipment, Electrical Power, Electrical Systems, Engineering Analysis, Graph Theory, High Voltage, Low Voltage, Mathematical Modeling, Network Analysis, Numerical Analysis, Power Electronics, Simulation and Simulation Software, Simulations, Systems Analysis, Three-Phase, Wiring Diagram",46,Physical Science and Engineering
https://www.coursera.org/learn/statistical-thermodynamics,Statistical Molecular Thermodynamics,University of Minnesota,"26,318",4.9,Beginner level,2 weeks at 10 hours a week,"Physics, Molecular, Cellular, and Microbiology, Engineering Calculations, Mathematical Modeling, Chemistry",367,Physical Science and Engineering
https://www.coursera.org/learn/intro-chemistry,Introduction to Chemistry:  Reactions and Ratios,Duke University,"138,429",4.7,Beginner level,2 weeks at 10 hours a week,"Physics, Chemistry, Materials science, Analytical Chemistry, Systems Of Measurement, Scientific Methods, Laboratory Research","1,381",Physical Science and Engineering
https://www.coursera.org/learn/our-earth,"Our Earth: Its Climate, History, and Processes",University of Manchester   ,"35,197",4.7,Beginner level,1 week at 10 hours a week,"Biology, Climate Change Adaptation, Environment, Mathematical Modeling, Simulations, Environmental Science, Chemistry, Hydrology, Physical Science, Scientific Methods, Water Resources",471,Physical Science and Engineering
https://www.coursera.org/learn/systems-engineering-fundamentals,Systems Engineering Fundamentals,University of Colorado System,,,Intermediate level,,"Requirements Elicitation, System Requirements, Functional Design, Risk Management, Configuration Management, Systems Analysis, Waterfall Methodology, Systems Development Life Cycle, Systems Engineering, Engineering Management, Systems Architecture, Project Management, Requirements Analysis",,Physical Science and Engineering
https://www.coursera.org/specializations/renewable-energy,Renewable Energy Specialization,University of Colorado Boulder,"26,875",4.8,Beginner level,4 weeks to complete,"Basic Electrical Systems, Climate Change Mitigation, Construction Management, Electric Power Systems, Electrical Power, Emerging Technologies, Energy and Utilities, Engineering, Environmental Issue, Feasibility Studies, Financial Analysis, Market Dynamics, Mechanical Engineering, Plant Operations and Management, Project Finance, Project Implementation, Project Management, Project Management Life Cycle, Sustainable Technologies, Systems Of Measurement","1,321",Physical Science and Engineering
https://www.coursera.org/learn/averagedswitchmodelingandsimulation,Averaged-Switch Modeling and Simulation,University of Colorado Boulder,"11,091",4.7,Intermediate level,2 weeks at 10 hours a week,"Control Systems, Electronics Engineering, Model Based Systems Engineering, Systems Design, Engineering Analysis, Simulations, Electronics, Power Electronics, Electronic Systems, Systems Analysis, Mathematical Modeling, Verification And Validation, Electrical Engineering",88,Physical Science and Engineering
https://www.coursera.org/learn/batteries-and-electric-vehicles,Batteries and Electric Vehicles,Arizona State University,"9,397",4.6,Beginner level,,"Safety Standards, Electrical Power, Materials science, Manufacturing and Production, Energy and Utilities, Environmental Regulations, Emerging Technologies, Reliability, Environmental Issue, Sustainable Technologies",116,Physical Science and Engineering
https://www.coursera.org/learn/converter-circuits,Converter Circuits,University of Colorado Boulder,"55,169",4.8,Intermediate level,2 weeks at 10 hours a week,"Electrical Engineering, Simulation and Simulation Software, Semiconductors, Power Electronics, Electronics Engineering, Electrical Power, Electronic Components, Electronics","1,391",Physical Science and Engineering
https://www.coursera.org/learn/microwave-antenna,Microwave engineering and antennas,Eindhoven University of Technology,"26,950",4.6,Intermediate level,4 weeks at 10 hours a week,"Telecommunications, Process Design, Engineering Calculations, Engineering Analysis, Engineering Design Process, Wireless Networks, Electronic Systems, Simulation and Simulation Software, Electrical Engineering, Electronics Engineering",154,Physical Science and Engineering
https://www.coursera.org/learn/fire-detection--fire-alarm-systems-and-safety-signages,Fire Detection & Fire Alarm Systems and Safety Signages,L&T EduTech,"2,519",4.6,Intermediate level,,"Building Codes, Construction Inspection, Systems Integration, Safety and Security, Safety Standards, Continuous Monitoring, System Monitoring, Safety Training, Control Systems, Fire And Life Safety, Technical Standard, Electrical Systems, Building Services Engineering, Communication Systems",36,Physical Science and Engineering
https://www.coursera.org/learn/sustainability-social-ecological-systems,"Sustainability of Social-Ecological Systems: the Nexus between Water, Energy and Food",Universitat Autònoma de Barcelona,"18,244",4.5,Intermediate level,2 weeks at 10 hours a week,"Water Resource Management, Social Impact, Policy Analysis, Environment and Resource Management, Data Storytelling, Data Literacy, Dealing With Ambiguity, Environmental Science, Quantitative Research, Analysis, Case Studies, Energy and Utilities, Sustainable Development, Complex Problem Solving, Systems Thinking, Sustainability Standards",107,Physical Science and Engineering
https://www.coursera.org/learn/nanotechnology1,"Nanotechnology and Nanosensors, Part1",Technion - Israel Institute of Technology,"77,139",4.6,,1 week to complete,"Emerging Technologies, Biomedical Engineering, Laboratory Testing, Semiconductors, Electronics, Chemical Engineering, Analytical Testing, Materials science, Innovation","1,216",Physical Science and Engineering
https://www.coursera.org/learn/requirements-writing,Requirements Writing,UNSW Sydney (The University of New South Wales),"23,787",4.6,Beginner level,,"Technical Communication, Requirements Management, Editing, Technical Writing, Engineering Documentation, Project Documentation, Verification And Validation, Requirements Analysis, Business Writing, Functional Specification, System Requirements, Business Requirements, Systems Engineering, Product Requirements",355,Physical Science and Engineering
https://www.coursera.org/learn/energy-and-environment,Energy and Environment,Dartmouth College,"7,706",4.8,Beginner level,2 weeks to complete,"Oil and Gas, Environmental Engineering, Sustainable Technologies, Physics, Climate Change Mitigation, Sustainable Development, Electric Power Systems, Environment, Energy and Utilities, Environmental Science",101,Physical Science and Engineering
https://www.coursera.org/learn/explore-the-mechanical-designer-role,Explore the Mechanical Designer Role,Dassault Systèmes,,,Beginner level,,"Mechanical Engineering, Product Engineering, Technical Drawing, Engineering Drawings, Engineering Design Process, Mechanical Design, Computer-Aided Design, Assembly Drawing, 3D Modeling, Product Development, Manufacturing and Production",,Physical Science and Engineering
https://www.coursera.org/specializations/wetland-science-and-conservation,Wetland Science and Conservation Specialization,University of Illinois Urbana-Champaign,,4.9,Intermediate level,2 months to complete,"Case Studies, Climate Change Adaptation, Community Outreach, Cultural Diversity, Cultural Sensitivity, Environment and Resource Management, Environmental Engineering, Environmental Engineering and Restoration, Environmental Laws, Environmental Monitoring, Environmental Resource Management, Hydrology, Land Management, Natural Resource Management, Policy Analysis, Social Sciences, Stakeholder Engagement, Water Quality, Water Resource Management, Water Resources",17,Physical Science and Engineering
