url,title,partner,enroll,rating,level,duration,skills,reviews
https://www.coursera.org/learn/visual-elements-user-interface-design,Visual Elements of User Interface Design,California Institute of the Arts,"289,313",4.7,Beginner level,2 weeks at 10 hours a week,"Design Elements And Principles, Graphic and Visual Design, User Experience Design, Graphic Design, Human Computer Interaction, Design, User Interface (UI) Design, Interaction Design, Layout Design, Information Architecture, Typography, Application Design","6,386"
https://www.coursera.org/learn/gabriel-garcia-marquez-poder-historia-amor,"Gabriel García Márquez entre el poder, la historia y el amor",Universidad de los Andes,"23,442",4.8,Beginner level,3 weeks at 10 hours a week,"Aesthetics, Timelines, Art History, Spanish Language, Literacy, World History, Writing, Storytelling",178
https://www.coursera.org/learn/ecologie-politique,Ecologie Politique: défi de la durabilité pour les démocraties,University of Lausanne,"7,543",4.8,Beginner level,1 week to complete,"Social Studies, Political Sciences, Governance, Environmental Policy, European History, Environmental Science, Environmental Issue, Sustainable Development, Public Policies, Economics",210
https://www.coursera.org/learn/cultura-maya-en-yucatan,Cultura Maya en Yucatán,Universidades Anáhuac,,,Beginner level,2 weeks to complete,"Social Sciences, Ancient History, Anthropology, Cultural Diversity, World History, Sociology, Art History",
https://www.coursera.org/learn/musicianship-final-project,Developing Your Musicianship: Final Project,Berklee,"3,658",4.9,Intermediate level,,"Music, Musical Composition, Music Theory, Music Performance, Peer Review",115
https://www.coursera.org/learn/interactive-media-gaming,"Online Games: Literature, New Media, and Narrative",Vanderbilt University,"23,213",4.6,Beginner level,2 weeks at 10 hours a week,"Interactive Learning, Psychology, Multimedia, Animation and Game Design, Art History, Game Design, Storytelling, Media and Communications, Video Game Development",203
https://www.coursera.org/learn/fl-studio-basics,FL Studio Basics,Berklee,"8,920",4.5,Intermediate level,1 week to complete,"Automation, File Management, Music, Electronic Media, Editing, Creativity, System Configuration, Media Production, Musical Composition, Music Performance, Music Theory",15
https://www.coursera.org/specializations/music-career-toolbox-managing-your-portfolio-career,Musician’s Professional Toolbox: Your Portfolio Career Specialization,University of Colorado Boulder,,4.9,Intermediate level,4 weeks to complete,"Brand Strategy, Branding, Business Modeling, Business Planning, Business Strategy, Competitive Analysis, Goal Setting, Market Research, Marketing, Marketing Materials, Photo/Video Production and Technology, Presentations, Prioritization, Productivity, Professional Networking, Promotional Materials, Recruitment, Social Media, Target Audience, Time Management",17
https://www.coursera.org/learn/youtube-video-editing-in-fcpx---from-beginner-to-pro,YouTube Video Editing in FCPX - From beginner to Pro,Skillshare,,,Beginner level,,"Photo/Video Production and Technology, Content Creation, Timelines, Video Production, File Management, Motion Graphics, Storytelling, Post-Production, Video Editing",
https://www.coursera.org/learn/activism-sports-culture,Activism in Sports and Culture,Morehouse College,"2,083",4.9,Beginner level,2 weeks to complete,"Social Studies, Media and Communications, Social Justice, Writing, Social Sciences, Cultural Responsiveness, Sociology, Oral Expression, Journalism",17
https://www.coursera.org/learn/elements-and-principles-of-visual-communication,Elements and Principles of Visual Communication,University of Colorado Boulder,,,Intermediate level,1 week to complete,"Color Theory, Creativity, Psychology, Media and Communications, Art History, Visual Design, Design Elements And Principles, Typography, Design, Graphic and Visual Design",
https://www.coursera.org/learn/know-thyself-the-unconscious,Know Thyself - The Value and Limits of Self-Knowledge: The Unconscious,The University of Edinburgh,"92,398",4.7,Intermediate level,2 weeks at 10 hours a week,"Behavioral Economics, Child Development, Scientific Methods, Decision Making, Psychology, Self-Awareness",824
https://www.coursera.org/learn/cinematic-video-editing--master-exciting-youtube-intros,Cinematic Video Editing : Master Exciting Youtube Intro's,Skillshare,,,Intermediate level,,"Image Quality, Post-Production, Timelines, Cinematography, Motion Graphics, Color Theory, Adobe Premiere, Video Editing",
https://www.coursera.org/learn/conspiracy-planet,Conspiracy Planet,"University of California, Santa Cruz","3,141",4.4,Beginner level,1 week to complete,"Political Sciences, Social Sciences, World History, Research, Systems Thinking, Investigation, Content Creation, Social Impact, Peer Review, Storytelling, Discussion Facilitation",41
https://www.coursera.org/learn/intellectual-humility-practice,Intellectual Humility: Practice,The University of Edinburgh,"14,985",4.7,Beginner level,2 weeks at 10 hours a week,"Open Mindset, Empathy, Diversity Awareness, Decision Making, Critical Thinking, Research, Emotional Intelligence",153
https://www.coursera.org/learn/mind-of-the-universe-science-in-progress,Mind of the Universe: Science in Progress,Erasmus University Rotterdam,"6,285",4.4,Beginner level,,"Research, Critical Thinking, Innovation, Scientific Methods, Research Methodologies, Interpersonal Communications, Creative Thinking",16
https://www.coursera.org/learn/music-production-capstone,Music Production Capstone,Berklee,"5,650",4.8,Intermediate level,,"Music Performance, Post-Production, Musical Composition, Peer Review, Editing, Media Production, Coordination, Music",126
https://www.coursera.org/learn/cinematography--videography-guide-camera-basics,Cinematography & Videography Guide: Camera Basics,Skillshare,"1,513",,Beginner level,,"Photography, Video Production, Cinematography, Image Quality, Videography, Photo/Video Production and Technology",
https://www.coursera.org/learn/zhongri-jiaoliushi,中日文化交流史,Peking University,"3,055",4.7,Beginner level,2 weeks to complete,,41
https://www.coursera.org/learn/inteligencia-artificial-aplicada-a-la-produccion-musical,Inteligencia Artificial aplicada a la Producción Musical,Universidad de Palermo,,,Beginner level,1 week to complete,"Automation, Creativity, Music History, Artificial Intelligence, Post-Production, Musical Composition, AI Enablement, Music",
https://www.coursera.org/learn/disenarconconciencia-innovacionartesanaldesdelossaberesancestrales,Diseñar con Conciencia: Innovación Artesanal desde los Saberes Ancestrales,Pontificia Universidad Católica del Perú,,,Beginner level,,"Collaboration, Sustainability Standards, Cultural Sensitivity, Ethical Standards And Conduct, Cultural Diversity, Design Thinking, Innovation, Community Development, Sustainable Development, Research and Design, Creativity",
https://www.coursera.org/learn/the-american-renaissance-and-herman-melville,The American Renaissance and Herman Melville,Dartmouth College,,,,,"Storytelling, Liberal Arts, Writing, World History, Culture",
https://www.coursera.org/specializations/photography-basics,Photography Basics and Beyond: From Smartphone to DSLR Specialization,Michigan State University,"151,828",4.7,Beginner level,3 months to complete,"Content Creation, Copywriting, Creative Design, Creativity, Design Elements And Principles, Digital Publishing, File Management, Graphic and Visual Design, Image Quality, Information Privacy, Peer Review, Photo Editing, Photo/Video Production and Technology, Photography, Social Media, Storytelling, Web Design and Development, Writing","6,676"
https://www.coursera.org/specializations/video-editing-filmmaking-masterclass,Video Editing & Filmmaking Masterclass Specialization,Skillshare,,4.3,Beginner level,4 weeks to complete,"Animations, Cinematography, Color Matching, Color Theory, Content Creation, Data Storage, File Management, Ideation, Image Quality, Motion Graphics, Multimedia, Post-Production, Storyboarding, Storytelling, Timelines, Video Editing, Video Production, Videography",31
https://www.coursera.org/learn/blender-for-filmmakers-create-floating-3d-objects,Blender for Filmmakers: Create Floating 3D Objects,Skillshare,,,Intermediate level,,"Computer Graphics, Post-Production, Animation and Game Design, Video Editing, 3D Assets, Motion Graphics, 3D Modeling, Virtual Environment",
https://www.coursera.org/learn/archoftitus,Arch of Titus: Rome and the Menorah,Yeshiva University,"12,027",4.5,,1 week to complete,"Art History, Timelines, Color Theory, Research, World History, Ancient History, Cultural Diversity, Storytelling",123
https://www.coursera.org/learn/the-making-of-modern-ukraine,The Making of Modern Ukraine,Yale University,"2,862",4.7,Beginner level,2 weeks to complete,"Economics, Social Justice, Political Sciences, Sociology, Social Sciences, Socioeconomics, Ancient History, World History, European History, Governance, Culture, International Relations, Public Safety and National Security",16
https://www.coursera.org/learn/aristotle,Ancient Philosophy: Aristotle and His Successors,University of Pennsylvania,"74,469",4.8,,2 weeks to complete,"Research, World History, European History, Political Sciences, Psychology, Ethical Standards And Conduct, Anthropology, Ancient History, Liberal Arts",776
https://www.coursera.org/learn/intellectual-humility-theory,Intellectual Humility: Theory,The University of Edinburgh,"31,934",4.5,Beginner level,2 weeks at 10 hours a week,"Software Testing, Open Mindset, Psychological Evaluations, Self-Awareness, Ethical Standards And Conduct, Psychology, Learning Theory, Emotional Intelligence, Surveys, Cognitive flexibility, Curiosity",374
https://www.coursera.org/learn/revolutionary-ideas-utility-justice-equality-freedom,"Revolutionary Ideas: Utility, Justice, Equality, Freedom",Rutgers the State University of New Jersey,"29,433",4.7,Beginner level,2 weeks at 10 hours a week,"Governance, Social Sciences, Social Justice, Law, Regulation, and Compliance, Economics, Ethical Standards And Conduct, Political Sciences, Research, Policy Analysis",360
https://www.coursera.org/learn/wei-dian-ying-chuang-zuo,创作吧！微影人！,Fudan University,,,,2 weeks to complete,"Video Editing, Creativity, Editing, Writing, Storytelling, Peer Review, Writing and Editing, Scripting, Storyboarding, Content Creation, Cinematography, Video Production",
https://www.coursera.org/learn/modern-middle-east-2,The Emergence of the Modern Middle East - Part II,Tel Aviv University,"20,272",4.8,,1 week to complete,"Political Sciences, Governance, Policy Analysis, International Relations, World History, Culture, Socioeconomics",519
https://www.coursera.org/learn/affinity-photo-beyond-the-basics--pro-compositing,Affinity Photo: Beyond the Basics – Pro Compositing,Skillshare,,,Intermediate level,,"Photo Editing, Photography, Graphic and Visual Design, Color Matching, Image Quality",
https://www.coursera.org/learn/concept-art-video-games,Concept Art for Video Games,Michigan State University,"11,618",4.6,"In this course we will talk about Concept Art. As a final project we will create a fully finished environment concept, ready for presentation. Throughout the 4 week modules will dive deeply into composition and digital painting techniques to bring your art skills to the next level! So, let's get started!","In this course we will talk about Concept Art. As a final project we will create a fully finished environment concept, ready for presentation. Throughout the 4 week modules will dive deeply into composition and digital painting techniques to bring your art skills to the next level! So, let's get started!","Video Game Development, Conceptual Design, 3D Assets, Computer Graphics, Animation and Game Design, Graphic and Visual Design, Data Import/Export, Design Elements And Principles, 3D Modeling",113
https://www.coursera.org/learn/holocaust-introduction-1,"The Holocaust - An Introduction (I): Nazi Germany: Ideology, The Jews and the World",Tel Aviv University,"68,135",4.8,,I always week when I read or study about the Holocaust but I am happy it got over once for all. Learned so much about how the world shunned them away into darkness. Thank you.,"Social Impact, Policy Analysis, World History, Cultural Diversity, Teaching, Research Methodologies, Research, Social Justice, European History, Student Engagement","1,430"
https://www.coursera.org/learn/animated-storytelling-emotive-animation-in-procreate-dreams,Animated Storytelling: Emotive Animation in Procreate Dreams,Skillshare,,,Beginner level,,"Musical Composition, Motion Graphics, Storytelling, Animations, Video Editing, Storyboarding",
https://www.coursera.org/learn/zhexue-daolun,哲学导论（中文版）,The University of Edinburgh,"23,287",4.8,,2 weeks to complete,"Scientific Methods, Artificial Intelligence, Deductive Reasoning, Liberal Arts",206
https://www.coursera.org/learn/modpo,Modern & Contemporary American Poetry (“ModPo”),University of Pennsylvania,"98,472",4.8,Beginner level,2 months at 10 hours a week,"Language Interpretation, Translation, and Studies, World History, Literacy, Performing Arts, English Language, Liberal Arts",668
https://www.coursera.org/learn/bulletproof-3-communication-surgery,Bulletproof 3. Communication Surgery,SAE Institute México,,,Advanced level,,"Non-Verbal Communication, Overcoming Obstacles, Interpersonal Communications, Social Skills, Verbal Communication Skills, Empathy, Communication, Composure, Resilience, Active Listening",
https://www.coursera.org/learn/music-ensembles,Fundamentals of Rehearsing Music Ensembles,The University of North Carolina at Chapel Hill,"20,408",4.9,,2 weeks to complete,"Music, Choral Music, Music Performance, Instrumental Music, Classical Music, Coordination, Oral Expression, Music Theory",420
https://www.coursera.org/learn/transmedia-writing,Transmedia Writing,Michigan State University,"17,145",4.4,Beginner level,2 weeks to complete,"Storytelling, Peer Review, Video Game Development, Storyboarding, Active Listening, Writing, Creative Thinking, Game Design, Content Creation, Constructive Feedback",66
https://www.coursera.org/learn/philosophy-science-religion-2,"Philosophy, Science and Religion: Philosophy and Religion",The University of Edinburgh,"39,882",4.6,Beginner level,3 weeks at 10 hours a week,"Psychology, Social Sciences, Anthropology, Cultural Diversity, Scientific Methods, Sociology, Research, Discussion Facilitation",528
https://www.coursera.org/specializations/affinity-photo-editing-mastery,Affinity Photo Editing Mastery Specialization,Skillshare,,,Beginner level,4 weeks to complete,"Automation, Color Theory, Editing, File Management, Graphic and Visual Design, Image Quality, Photo Editing, Photography, Post-Production, Storytelling, Typography",
https://www.coursera.org/learn/jazz-improvisation,Jazz Improvisation,Berklee,"74,263",4.8,Intermediate level,1 week at 10 hours a week,"Musical Composition, Oral Expression, Music, Music Performance, Music Theory, Storytelling",789
https://www.coursera.org/learn/importance-power-music-our-society,The Importance and Power of Music in our Society,Universiteit Leiden,"13,574",4.6,Beginner level,2 weeks at 10 hours a week,"Socioeconomics, Sociology, Social Impact, Ethical Standards And Conduct, Psychology, Economics, Policy, and Social Studies, Culture, Liberal Arts, Political Sciences, Social Studies, Social Sciences, Music",72
https://www.coursera.org/specializations/level-up-inaffinity-photo-intermediate-to-advanced-skills,Level Up in Affinity Photo: Intermediate to Advanced Skills Specialization,Skillshare,,,Beginner level,4 weeks to complete,"Color Matching, Color Theory, Computer Graphic Techniques, Editing, Graphic and Visual Design, Image Quality, Photo Editing, Photography",
https://www.coursera.org/learn/ancient-greeks,The Ancient Greeks,Wesleyan University,"117,283",4.7,,2 weeks to complete,"World History, Ancient History, Scientific Methods, Political Sciences, European History, Governance, Anthropology, Cultural Sensitivity, Art History","2,107"
https://www.coursera.org/learn/the-red-chamber-dream,紅樓夢(The Red Chamber Dream),National Taiwan University,"9,633",4.8,"It is a good chance to improve the ability to learn Chinese's culture,how to know the past people's life in the different level degree,from gongqin wang to qinhuan lindaiyu,and so on.",2 weeks to complete,"Storytelling, Interpersonal Communications, Socioeconomics, Sociology, Psychology, Culture, Empathy & Emotional Intelligence, World History, Cultural Diversity, Aesthetics",61
https://www.coursera.org/learn/davinci-resolve-19-masterclass-video-editing-basics,DaVinci Resolve 19 Masterclass: Video Editing Basics,Skillshare,"5,472",4.3,,,"Video Production, Color Matching, Timelines, Animations, Video Editing, Data Import/Export, Configuration Management, Typography, File Management, Motion Graphics, Post-Production, Editing",24
https://www.coursera.org/learn/the-american-renaissance-and-harriet-beecher-stowe,The American Renaissance and Harriet Beecher Stowe,Dartmouth College,,,,,"Liberal Arts, Storytelling, World History, Writing",
https://www.coursera.org/learn/christianity-ecology,Christianity & Ecology,Yale University,"2,992",4.2,Beginner level,2 weeks to complete,"Climate Change Adaptation, Environmental Issue, World History, Social Justice, Ethical Standards And Conduct, Climate Change Mitigation, Culture, Community Development, Sustainable Development, Anthropology",18
https://www.coursera.org/learn/music-theory,Getting Started With Music Theory,Michigan State University,"120,396",4.5,Beginner level,1 week at 10 hours a week,"Musical Composition, Classical Music, Music Theory, Music",758
https://www.coursera.org/learn/historia-de-las-relaciones-internacionales,Historia de las Relaciones Internacionales,Universidad de Palermo,,4.9,Beginner level,2 weeks to complete,"Economics, European History, Political Sciences, Diplomacy, Security Strategy, International Relations, World History",11
https://www.coursera.org/learn/music-theory-essentials-of-music-theory-for-modern-music,Music Theory: Essentials of Music Theory for Modern Music,Skillshare,,,Beginner level,,"Musical Composition, Music Theory, Instrumental Music, Media Production, Music",
https://www.coursera.org/learn/adobe-lightroom-essentials-pt-3-advanced-edits-presets,Adobe Lightroom Essentials Pt. 3: Advanced Edits & Presets,Skillshare,,,Beginner level,1 week to complete,"Post-Production, Video Editing, Photography, Image Quality, Photo Editing, Creative Design, Color Theory",
https://www.coursera.org/learn/davinci-resolve-19-masterclass-advanced-effects--exporting,DaVinci Resolve 19 Masterclass: Advanced Effects & Exporting,Skillshare,,,,,"Image Quality, Video Production, Photo/Video Production and Technology, Motion Graphics, Video Editing, Cinematography, Color Theory, Animations, Post-Production",
https://www.coursera.org/specializations/singer-songwriter,The Singer Songwriter Specialization,Berklee,"29,260",4.8,Beginner level,4 weeks to complete,"Automation, Creativity, Editing, File Management, Instrumental Music, Media Production, Music, Music Performance, Music Theory, Musical Composition, Performing Arts, Self-Awareness, Technical Support, Verbal Communication Skills","4,304"
https://www.coursera.org/learn/360-vr-video-production,VR and 360 Video Production,Google AR & VR,"37,679",4.7,Beginner level,1 week at 10 hours a week,"Augmented and Virtual Reality (AR/VR), Video Production, Editing, Virtual Reality, Post-Production, Cinematography, Virtual Environment, Photo/Video Production and Technology, Media Production",897
https://www.coursera.org/learn/musicianship-harmony,"Musicianship: Tensions, Harmonic Function, and Modal Interchange",Berklee,"29,262",4.9,Intermediate level,,"Music Performance, Music Theory, Music, Musical Composition",403
https://www.coursera.org/learn/structuring-values-modern-china,Structuring Values in Modern China,The Chinese University of Hong Kong,"5,273",4.7,,3 weeks to complete,"Social Studies, Ancient History, World History, Culture, Political Sciences, Science and Research, Sociology, Economics, Cultural Diversity, Social Sciences, Research",36
https://www.coursera.org/learn/technology-of-music-production,The Technology of Music Production,Berklee,"77,163",4.8,Beginner level,2 weeks at 10 hours a week,"Creativity, File Management, Media Production, System Configuration, Music, Digital Signal Processing, Editing","1,083"
https://www.coursera.org/learn/discover-acting,Discover Acting,University of London,"18,621",4.9,Beginner level,1 week at 10 hours a week,"Literacy, Self-Awareness, Adaptability, Performing Arts, Creativity, Oral Expression, Analytical Skills, Mindfulness, Verbal Communication Skills, Storytelling",217
